year,nid,first_name,last_name,job_title,employer
1990,7530,Meg,Greenfield,editorial page editor,The Washington Post
1990,7579,James F.,Hoge,president and publisher,Daily News
1990,7642,Michael I.,Sovern,president,Columbia University
1990,7645,Russell,Baker,columnist,The New York Times
1990,7647,Geneva,Overholser,editor,The Des Moines Register
1990,7652,Sissela,Bok,professor,Brandeis University
1990,7655,Michael,Gartner,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News"
1990,7657,Robert C.,Maynard,editor and publisher,The Tribune
1990,7667,Robert C.,Christopher,secretary of the Board,The Pulitzer Prizes
1990,7678,Peter R.,Kann,publisher,The Wall Street Journal
1990,7679,David A.,Laventhol,pubisher and chief executive officer Los Angeles Times,"and president, Times Mirror Company"
1990,7680,Burl,Osborne,president and editor,The Dallas Morning News
1990,7682,Walter,Rugaber,president and publisher,Roanoke (Va.) Times &amp; World-News
1990,7683,Charlotte,Saikowski,former chief of Washington bureau,The Christian Science Monitor
1990,7684,Claude F.,Sitton,editor and vice president,The News and Observer
1990,13827,Eugene L.,Roberts,executive editor and president,The Philadelphia Inquirer
1991,7521,James V.,Risser,"director, John S. Knight Fellowships",Stanford University
1991,7523,Helen,Vendler,Porter University Professor,Harvard University
1991,7527,Joan,Konner,"dean, Graduate School of Journalism",Columbia University
1991,7530,Meg,Greenfield,editorial page editor,The Washington Post
1991,7531,Burl,Osborne,editor and publisher,The Dallas Morning News
1991,7595,David A.,Laventhol,"president, Times Mirror Company","and publisher and chief executive officer, Los Angeles Times"
1991,7628,Eugene L.,Roberts,former executive editor and senior vice president,The Philadelphia Inquirer
1991,7642,Michael I.,Sovern,president,Columbia University
1991,7645,Russell,Baker,columnist,The New York Times
1991,7647,Geneva,Overholser,editor,The Des Moines Register
1991,7648,Claude F.,Sitton,"senior lecturer, Emory University","former editor and vice president, The News and Observer"
1991,7652,Sissela,Bok,professor,Brandeis University
1991,7655,Michael,Gartner,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News"
1991,7657,Robert C.,Maynard,editor and publisher,The Tribune
1991,7667,Robert C.,Christopher,secretary of the Board,The Pulitzer Prizes
1991,7682,Walter,Rugaber,president and publisher,Roanoke (Va.) Times &amp; World-News
1991,7716,James F.,Hoge,publisher and chief operating officer,New York Daily News
1991,7717,Peter R.,Kann,"president and chief operating officer, Dow Jones &amp;  Co. Inc.","and publisher, The Wall Street Journal"
1991,7718,Marilyn,Yarbrough,dean,University of Tennessee College of Law
1992,7521,James V.,Risser,"director, John S. Knight Fellowships",Stanford University
1992,7522,Walter,Rugaber,president and publisher,The Roanoke Times
1992,7523,Helen,Vendler,Porter University Professor,Harvard University
1992,7527,Joan,Konner,"dean, Graduate School of Journalism",Columbia University
1992,7530,Meg,Greenfield,editorial page editor,The Washington Post
1992,7531,Burl,Osborne,editor and publisher,The Dallas Morning News
1992,7642,Michael I.,Sovern,president,Columbia University
1992,7645,Russell,Baker,columnist,The New York Times
1992,7647,Geneva,Overholser,editor,The Des Moines Register
1992,7648,Claude F.,Sitton,"senior lecturer, Emory University","former editor and vice president, The News and Observer"
1992,7649,Jack,Fuller,editor and vice president,Chicago Tribune
1992,7652,Sissela,Bok,professor,Brandeis University
1992,7653,John,Dotson,president and publisher,Daily Camera
1992,7654,John S.,Driscoll,editor,The Boston Globe
1992,7656,Peter R.,Kann,chairman and publisher,"Dow Jones &amp; Co., Inc."
1992,7657,Robert C.,Maynard,editor and publisher,The Tribune
1992,7658,Marilyn,Yarbrough,"William J. Maier, Jr. Chair of Law",West Virginia University
1992,7659,Robert C.,Christopher,administrator,The Pulitzer Prizes
1992,13738,Michael,Gartner,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News"
1993,7515,Seymour,Topping,"administrator, The Pulitzer Prizes",Columbia University
1993,7518,Edward,Seaton,editor in chief,Manhattan  Mercury
1993,7519,John L.,Dotson Jr.,president and publisher,Akron Beacon Journal
1993,7521,James V.,Risser,"director, John S. Knight Fellowships",Stanford University
1993,7522,Walter,Rugaber,president and publisher,The Roanoke Times
1993,7523,Helen,Vendler,Porter University Professor,Harvard University
1993,7526,Sissela,Bok,writer and philosopher,
1993,7527,Joan,Konner,"dean, Graduate School of Journalism",Columbia University
1993,7528,Peter R.,Kann,chairman and chief executive officer,"Dow Jones and Co., Inc."
1993,7529,John S.,Driscoll,vice president,The Boston Globe
1993,7530,Meg,Greenfield,editorial page editor,The Washington Post
1993,7531,Burl,Osborne,editor and publisher,The Dallas Morning News
1993,7642,Michael I.,Sovern,president,Columbia University
1993,7645,Russell,Baker,columnist,The New York Times
1993,7647,Geneva,Overholser,editor,The Des Moines Register
1993,7648,Claude F.,Sitton,"senior lecturer, Emory University","former editor and vice president, The News and Observer"
1993,7649,Jack,Fuller,editor and vice president,Chicago Tribune
1993,7650,Robert C.,Maynard,former editor and publisher,The Tribune
1993,7651,Marilyn,Yarbrough,William Rand Kenan Jr. Professor of Law,University of North Carolina
1994,7514,George,Rupp,president,Columbia University
1994,7515,Seymour,Topping,"administrator, The Pulitzer Prizes",Columbia University
1994,7518,Edward,Seaton,editor in chief,Manhattan  Mercury
1994,7519,John L.,Dotson Jr.,president and publisher,Akron Beacon Journal
1994,7521,James V.,Risser,"director, John S. Knight Fellowships",Stanford University
1994,7522,Walter,Rugaber,president and publisher,The Roanoke Times
1994,7523,Helen,Vendler,Porter University Professor,Harvard University
